NomStructure ; TypeStructure ; AdresseStructure ; CodePostalStructure ; VilleStructure ; PaysStructure ; NomService ; SujetStage ; DateDebutStage ; DateFinStage ; OrigineStage ; CodePostalEtudiant ; VilleEtudiant ; LibelleEtape ; FonctionsEtTaches ; Details ; Annee 
 Agence Tunisienne de Solidarité ; Non connu ; 31 Rue Italie ; 1000 ; Tunis ; Tunisie ;  ; Maintenance informatique et réseaux ;08/04/2019;13/03/2019; réseau de connaissance ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ; Diagnostique panne réseau, Réseau VPN, Réseau ADSL, Configuration modem, Intervention maintenance e réparation d'équipement informatique) ; Diagnostique panne réseau  ; 2018/2019 
 NAMLATECH ; Entreprise privée ; Elgazala Technopark, Raoued, Gouvernorat de l'Ariana ; 2088 ; Ariana ; TUNISIE ;  ; Création d'un site web ;08/04/2019;10/05/2019; réseau de connaissance ; 20250 ; CORTE ; LICENCE-3-INFORMATIQUE ; créer un site web pour les ventes en ligne ; Création d'un site web complet pour les ventes en ligne ; 2018/2019 
 les editions corses ; Entreprise privée ; immeuble guidoni ; 20290 ; lucciana ; france ; service informatique ; stage de programmation web ;08/04/2019;03/05/2019; candidature spontané ; 20215 ; vescovato ; LICENCE-3-INFORMATIQUE ; programmation web ; première expérience en milieux professionnels   ; 2018/2019 
 DREAL Corse ; Administration publique d'état ; 19 cours Napoléon ; 20704 ; Ajaccio Cedex 9 ; France ; Secrétariat Général ; Développement web ;08/04/2019;03/05/2019; réseau de connaissance ; 20167 ; Ajaccio ; LICENCE-3-INFORMATIQUE ; Fonction stagiaire- Mise en oeuvre d'un module complémentaire a LibreOffice ; Réalisation d'un module d'aide au nommage des fichiers en python ; 2018/2019 
 SAS Nexus Smart ; Entreprise privée ; 6 rue Luce de Casabianca ; 20600 ; Bastia ; France ; Nexus Smart ; Stage d'observation ;08/04/2019;14/06/2019; réponse à une offre de stage ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ; Développer des solutions au sein de l'application Volpy. ; Automatisation de création de liens personnalisés. Développement d'un tableau de bord pour gérer le système de parrainage. ; 2018/2019 
 Pier17 ; Non connu ; 6 route de Sendrone ; 81710 ; Saix ; France ; Pier17 ; Développeur Web ;14/04/2020;07/05/2020; candidature spontané ; 20190 ; Santa Maria Siché ; LICENCE-3-INFORMATIQUE ; Création d'un site vitrine de paris en ligne ; La mission principale du stage sera de mettre en place un site de paris en ligne, la maquette sera fournie, il faudra donc faire le développement et l'intégration dans un CMS ou à l'aide d'un autre moyen. Ce sera un site vitrine classique avec administrateur pour ajouter les paris. Il peut aussi y avoir d'autres projets durant le stage. ; 2019/2020 
 SIS de la Haute-Corse ; Administration territoriale ; Lieu-dit Casetta ; 20600 ; Furiani  ; France ; pôle nouvelles technologies du SIS ; stage d'observation ;06/07/2020;17/07/2020; candidature spontané ; 20600 ; Furiani Haute-Corse ; LICENCE-3-INFORMATIQUE ; observation ; aucun projet ; 2019/2020 
 S.I.T.E.C ; Non connu ; Parc Technologique d'Erbajolo ; 20601 ; FURIANI ; France ; Recherche et Développement ; Amélioration d’une interface web de restitution de données pour la supervision d'objets connectés ;17/04/2021;07/05/2021; réseau de connaissance ; 20600 ; Furiani ; LICENCE-3-INFORMATIQUE ; Développeur web front-end ; Le sujet du stage consiste à améliorer l'interface web de supervision de tableaux de bord Kibana  (optimisation et correction de bug) tout en s’assurant de sa compatibilité avec des supports de type SmartPhone ou Tablette ; 2020/2021 
 SITEC ; Non connu ; Résidence Plein Sud ; 20600 ; BASTIA ; FRANCE ; Informatique industrielle ; Développement de logiciel. ;19/04/2021;07/05/2021; réseau de connaissance ; 20600 ; furiani ; LICENCE-3-INFORMATIQUE ; Développement d’application et automates. ; J’intégrerais le service Informatique industrielle où je travaillerais avec l’équipe sur principalement des automates et des applications Windows. ; 2020/2021 
 UMR CNRS 6134 SPE ; Non connu ; Bat PPDB, Campus Grimaldi BP52 ; 20250 ; Corte ; France ; recherche informatique ; Simulation des systèmes naturels ou artificiels. ;19/04/2021;07/05/2021; réseau de connaissance ; 20167 ; Sarrola Carcopino ; LICENCE-3-INFORMATIQUE ; découvrir le formalisme DEVS qui permet de simuler des systèmes naturels ou artificiels et le logiciel DEVSimPy .écrire des modèles en DEVS et les implémenter en python. ; Le formalisme DEVS et le logiciel DEVSimpy sont la base des activités de recherche puisqu’il est le support de développement de concepts en simulation classique, en connexion avec l’IA ou l’IoT. ; 2020/2021 
 CNRS - Université de Corse Pasquale Paoli - UMR SPE 6134 ; Non connu ; Avenue Jean Nicoli ; 20250 ; CORTE ; FRANCE ; Projet compa  ; Le sujet du stage est de donner un diagnostic clair de l’avantage et de l’inconvénient à exploiter MéteoNet plutôt que l’API de la publithèque pour collecte les données. ;19/04/2021;05/05/2021; réponse à une offre de stage ; 20290 ; Lucciana ; LICENCE-3-INFORMATIQUE ; Ma fonction sera d'effectuer un diagnostic de MéteoNet.Mes tâches seront de comparer entre MéteoNet et l'API de la publithèque: -la vitesse et volume de download-les formats proposés-la présentation de résultats formalisés. ; Le projet répond à l’évaluation d’une stratégie d’accès aux données météo. Les personnels de l’équipe de recherche statutaires doivent rapatrier un fort volume de données météo enregistrées en continu par les stations Météo France.L’équipe Méthodes statistiques avancées pour les séries intermittentes souhaite rapatrier à Corte le vecteur de données horodatées et géolocalisées.Pour collecter ce vecteur sur toutes les stations disponibles sur la période 1990-2020, il faut évaluer si on doit exploiter l’API de la publithèque ou si la solution Python de Météo Net est plus adaptée à l’ambition Data Science que l’équipe organise.Le projet vise donc à évaluer les deux méthodes sur la seule donnée de vent pour la période 2018-2020 et l’ensemble des stations météo disponible dans la zone Sud Est ; 2020/2021 
 SITEC ; Non connu ; Résidence Plein Sud ; 20600 ; BASTIA ; FRANCE ; Recherche et Développement ; développement d’une interface web pour la supervision d’objets connectés ;19/04/2021;07/05/2021; candidature spontané ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ; Développeur / Développement du front-end et back-end d’une interface web ;  Le stagiaire participera au développement et à l’amélioration d’une interface permettant la visualisation de tableaux de bord. Cette interface permet d’afficher des données issues de capteurs connectés. ; 2020/2021 
 CSJC ; Administration territoriale ; Chemin Sposata ; 20090 ; AJACCIO ; FRANCE ; Centre des Sports et de la Jeunesse ; Stage de troisième année de licence ;17/04/2021;07/05/2021; réseau de connaissance ; 20000 ; Ajaccio ; LICENCE-3-INFORMATIQUE ; Développeur web ; Programmer une application ; 2020/2021 
 CNRS - Université de Corse Pasquale Paoli - UMR SPE 6134 ; Non connu ; Avenue Jean Nicoli ; 20250 ; CORTE ; FRANCE ;  ; Modélisation et simulation a événements discrets -DEVSimpy ;19/04/2021;07/05/2021; candidature spontané ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ; Chercheur - etat de l'art de la simulation pour le test de  systems loT et découverte du logiciel DEVSimpy  ;  ; 2020/2021 
 IT Consulting ; Entreprise privée ; RES LA CLAIRIERE BAT B BD LOUIS CAMPI ; 20090 ; Ajaccio ; France ; Développement ; Développement web ;04/04/2022;29/04/2022; réseau de connaissance ; 20160 ; Vico ; LICENCE-3-INFORMATIQUE ; Concevoir et implémenter une base de données ,Développer une application autour d’une base de données ,Réaliser une application Web ,Adapter une application Mobile ,Analyser un cahier des charges ,Rédiger une documentation technique ,Réaliser un outil de statistiques sur des donnée, ; Le stage a pour but d’assurer l’application pratique des connaissances théoriques du stagiaire.L’entreprise d’accueil doit confier au stagiaire, en accord avec l’établissement d’enseignement ou l’organisme de formation, des tâches et des responsabilités en rapport direct avec les qualifications et les compétences auxquelles conduit le diplôme préparé.Il s’agit de parfaire la connaissance du monde du travail, de développer des capacités relationnelles et d’adopter une démarche d’insertion dans le monde professionnel. ; 2021/2022 
 Office d'Équipement Hydraulique de Corse ; Administration territoriale ; Avenue Paul Giacobbi ; 20600 ; Bastia ; France ; Service Informatique ; A définir  ;04/04/2022;29/04/2022; réseau de connaissance ; 20600 ; Bastia ; LICENCE-3-INFORMATIQUE ; A définir  ; A définir  ; 2021/2022 
 Cità di Portivechju ; Administration territoriale ; Hôtel de Ville, BP A129  CEDEX ; 20537 ; Porto-Vecchio ; france ; Direction des Systèmes d'Information ; Participer à l'évolution du logiciel de gestion du parc informatique et des tickets, apporter de la transversalité à la gestion des tickets ;04/04/2022;29/04/2022; réseau de connaissance ; 20137 ; 2A ; LICENCE-3-INFORMATIQUE ; Élaborer les spécifications détaillées pour les nouveaux workflows à créer dans GLPIMettre en place un POCMettre en production le paramétrage afin que les référents fonctionnels des directions métiers puissent animer leur communauté d’utilisateurs ;   ; 2021/2022 
 Préfecture de la Haute Corse ; Administration publique d'état ; Rond point Maréchal Leclerc de Hautecloque ; 20200 ; Bastia ; France ; Service des systèmes d'information et du numérique ; Ce stage se déroule dans le cadre de la troisième année de la licence science pour l'ingénieur parcours informatique et il a pour but de faire une première approche en entreprise. ;04/04/2022;29/04/2022; réseau de connaissance ; 20620 ; Biguglia ; LICENCE-3-INFORMATIQUE ; Programmation, gestion réseau, gestion base de donnée. ;  ; 2021/2022 
 Socialbuddy (Swello) ; Non connu ; 14 Rue Hoche ; 83000 ; Toulon ; France ;  ; Développeur Front et/ou Back ;04/04/2022;29/04/2022; réseau de connaissance ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ;   ;   ; 2021/2022 
 UMR CNRS 6240 LISA / Università di Corsica Pasquale Paoli  ; Entreprise publique ; UMR 6240 CNRS LISA Lieux Identités eSpaces Activités ; 20250 ; Corte ; France ; Equipe Terra  ; Projet Biodiv CorseRéalisation d'une application Web responsive pour l'administration d'un questionnaire ;04/04/2022;29/04/2022; réponse à une offre de stage ; 20250 ; CORTE ; LICENCE-3-INFORMATIQUE ; Utilisation des outils, protocoles du Web dans le cadre du projet de recherche BioDiv Corse, axé sur l'environnement Développer une application Web responsive  ; Réalisation d'une application Web responsive pour l'administration d'un questionnaireLes technologies utilisées à savoir HTML/CSS/JS côté client,  PHP et MySQL côté serveur Utilisation de formulaires adaptés à la collecte de données sur réseaux mobiles,Les données collectées seront enregistrée dans une base de donnée relationnelle  ; 2021/2022 
 UNIGEST SOLUTIONS ; Entreprise privée ; 102 Rue du Colonel Franceschetti 20270 Aleria ; 20270 ; Aleria ; France ;  ; Développement web et mobile au seins de entreprise Unigest Solutions. ;04/04/2022;29/04/2022; candidature spontané ; 20250 ; CORTE ; LICENCE-3-INFORMATIQUE ; Développeur web et mobile ; Réalisation de Projet définit par entreprise dans le Développement web et mobile. outils utilisélogiciel commerciaux de entreprise.  ; 2021/2022 
 UMR LISA CNRS ; Non connu ; Avenue Jean Nicoli ; 20250 ; corte ; FRANCE ;  ; un modèle SMA de déplacement d’agents sur une carte de Corse en fonction de zones d’attraction ;04/04/2022;29/04/2022; réseau de connaissance ; 20250 ; corte ; LICENCE-3-INFORMATIQUE ; Etapes du sujet :comprendre le modèle (1 semaine)coder le modèle, idéalement vous devez choisir 2 plateformes différentes (une chacun) pour que l’on compare les résultats (1 semaine)o   coder les agents (fonction de déplacement et fonction de satisfaction)o   coder les zoneso   coder l’envir ; Nous souhaitons tester trois scénarii :les zones d’attraction n’ont pas de capacité de charge et peuvent accueillir tous les agents ,les zones d’attraction ont une capacité de charge (limite d’accueil d’agents) ,les zones d’attraction ont une capacité de charge et on promeut (par message direct aux agents) les zones sous visitées. ; 2021/2022 
 Universita di Corsica Pasquale Paoli - FST ; Non connu ; Campus Grimaldi ; 20250 ; Corté ; France ; Direction des Systémes d'information ; Conception d’une base de données pour gérer les données du personnel du département informatique et étude d’une application web. Une réflexion sera également menée avec le DSI pour porter cette application à l’ensemble des départements de la FST mais également aux autres composantes. ;04/04/2022;29/04/2022; réponse à une offre de stage ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ; Gestion de projet : cahier des charges, coordination, test et retour utilisateur, documentation technique. Dictionnaire des données à partir du fichier Excel. Fonctionnalités de l'application web : authentification et droit d’utilisation, gestion du personnel, UEs, services, etc. ; Scénario :Dématérialisation des UEs : Saisi, ajout, suppression, modification Rattachement à un diplôme et un responsable (gestion des droits) Impression pdf de chaque UE ou d’un groupe d’UE Extraction des données dans un fichier Excel à plat Visualisation des heures du département : Tableau synthétique des heures avec de filtres Saisie des prévisionnels / vœux Préparation de la réunion d’harmonisation ; 2021/2022 
 Universita di Corsica Pasquale Paoli - FST ; Non connu ; Campus Grimaldi ; 20250 ; Corté ; France ; Direction des Systémes d'information ; Conception d’une base de données pour gérer les données du personnel du département informatique et étude d’une application web. Une réflexion sera également menée avec le DSI pour porter cette application à l’ensemble des départements de la FST mais également aux autres composantes. ;04/04/2022;29/04/2022; réponse à une offre de stage ; 20250 ; Corte ; LICENCE-3-INFORMATIQUE ; Gestion de projet : cahier des charges, coordination, test et retour utilisateur, documentation technique. Dictionnaire des données à partir du fichier Excel. Fonctionnalités de l'application web : authentification et droit d’utilisation, gestion du personnel, UEs, services, etc. ; Scénario :Dématérialisation des UEs : Saisi, ajout, suppression, modification Rattachement à un diplôme et un responsable (gestion des droits) Impression pdf de chaque UE ou d’un groupe d’UE Extraction des données dans un fichier Excel à plat Visualisation des heures du département : Tableau synthétique des heures avec de filtres Saisie des prévisionnels / vœux Préparation de la réunion d’harmonisation ; 2021/2022 
